UID,大类,小类,关注视频log2归一化
,119,126,0.030414497
,119,127,0
,129,129,0
,3,130,0.221327113
,4,136,0.028277015
,5,137,0.272798507
,160,138,0.692154389
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.01581534
,129,154,0.059491739
,155,155,0
,129,156,0
,155,157,0.186187471
,155,158,0.115933896
,155,159,0.014891546
,160,160,0
,160,161,0.09604048
,160,162,0.175857313
,234,164,0.073270738
,167,167,0
,167,168,0.236193732
,167,169,0
,167,170,0.032844368
,4,171,0.320421588
,4,172,0.562398793
,4,173,0.137666446
,223,176,0.02492335
,177,177,0
,177,178,0
,177,179,0
,177,180,0.046078112
,181,181,0
,181,182,0.050797189
,181,183,0.067168118
,181,184,0.069439858
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.100086931
,3,194,0
,167,195,0.054449356
,129,198,0.004153892
,129,199,0.041444541
,129,200,0
,36,201,0.069974342
,202,202,0
,202,203,0.010737654
,202,204,0
,202,205,0.032212963
,202,206,0
,36,207,0.011661448
,36,208,0.290680354
,36,209,0.022106713
,1,210,0.067705146
,211,211,0
,211,212,0.246278776
,211,213,0.338506958
,211,214,0.086893532
,211,215,0.148991277
,119,216,0.017321417
,217,217,0
,217,218,0.280360893
,217,219,0.158864132
,217,220,0
,217,221,0.084310299
,217,222,0
,223,223,0
,223,224,0.008307783
,223,225,0
,223,226,0
,223,227,0
,36,228,0.069842627
,36,229,0.069690902
,188,230,0.020769459
,188,231,0.083783685
,188,232,0.022106713
,188,233,0.020769459
,234,234,0
,234,235,0.016615567
,234,236,0.025629201
,234,237,0.012461675
,234,238,0.039814897
,160,239,0.306745527
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0
,4,19,0
,129,20,0
,160,21,0.253678119
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0
,3,29,0
,3,30,0
,3,31,0
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0
,4,65,0
,5,71,0
,217,75,0
,211,76,0
,23,83,0
,181,85,0
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,0.845944869
,36,124,0.553692662
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0.253678119
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0
,155,155,0
,129,156,0
,155,157,0
,155,158,0
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0
,4,172,0.253678119
,4,173,0
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0.371631727
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0
,36,209,0
,1,210,0
,211,211,0
,211,212,0
,211,213,0
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,1
,36,229,0
,188,230,0.160053073
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0
,234,236,0
,234,237,0
,234,238,0
,160,239,0.160053073
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.098704536
,4,19,0
,129,20,0.023296981
,160,21,1
,119,22,0.005824245
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0.020879701
,3,28,0.068105737
,3,29,0.047134203
,3,30,0.005824245
,3,31,0.056334578
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0.080160326
,13,51,0
,3,59,0.015055456
,4,65,0.255193607
,5,71,0.044176683
,217,75,0.020879701
,211,76,0.340639476
,23,83,0
,181,85,0.060117442
,1,86,0
,188,95,0.032528192
,119,119,0
,4,121,0
,36,122,0.011648491
,36,124,0.073556471
,119,126,0
,119,127,0
,129,129,0
,3,130,0.034945472
,4,136,0.005824245
,5,137,0.039342122
,160,138,0.521531002
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.048878916
,155,155,0
,129,156,0.005824245
,155,157,0.226423044
,155,158,0.162098667
,155,159,0.035935157
,160,160,0
,160,161,0.050448321
,160,162,0.027999215
,234,164,0.540764933
,167,167,0
,167,168,0
,167,169,0
,167,170,0.005824245
,4,171,0.373368368
,4,172,0.087268781
,4,173,0.104398506
,223,176,0.062096811
,177,177,0
,177,178,0
,177,179,0
,177,180,0.033517877
,181,181,0
,181,182,0.041759402
,181,183,0.005824245
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.056814858
,3,194,0
,167,195,0
,129,198,0.005824245
,129,199,0.015055456
,129,200,0
,36,201,0.098337551
,202,202,0
,202,203,0
,202,204,0.011648491
,202,205,0.017472736
,202,206,0.005824245
,36,207,0.005824245
,36,208,0.108506418
,36,209,0.029630632
,1,210,0.017472736
,211,211,0
,211,212,0.3839192
,211,213,0.396353834
,211,214,0.085567049
,211,215,0.14071074
,119,216,0
,217,217,0
,217,218,0.079569547
,217,219,0.032528192
,217,220,0
,217,221,0.005824245
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.020879701
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0.108690774
,234,236,0.107997759
,234,237,0.023296981
,234,238,0.155786129
,160,239,0.245686346
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.104998911
,4,19,0
,129,20,0
,160,21,1
,119,22,0.006416888
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0.010170527
,3,28,0.040567103
,3,29,0.006416888
,3,30,0
,3,31,0.104994516
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0.012833776
,4,65,0.02131644
,5,71,0.068415434
,217,75,0.012833776
,211,76,0.375580162
,23,83,0
,181,85,0.0568606
,1,86,0
,188,95,0.056179131
,119,119,0
,4,121,0
,36,122,0.052164697
,36,124,0.218123247
,119,126,0
,119,127,0
,129,129,0
,3,130,0.016587414
,4,136,0.025070079
,5,137,0.026757941
,160,138,0.580238001
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.032084439
,155,155,0
,129,156,0
,155,157,0.713854716
,155,158,0.333736377
,155,159,0.02942119
,160,160,0
,160,161,0.026757941
,160,162,0.006416888
,234,164,0.204231794
,167,167,0
,167,168,0.012833776
,167,169,0
,167,170,0
,4,171,0.026757941
,4,172,0.074717319
,4,173,0.055088741
,223,176,0.055088741
,177,177,0
,177,178,0.006416888
,177,179,0
,177,180,0.043682033
,181,181,0
,181,182,0.137492407
,181,183,0.044918215
,181,184,0.012833776
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.012833776
,3,194,0
,167,195,0
,129,198,0.02942119
,129,199,0.012833776
,129,200,0
,36,201,0.267191441
,202,202,0
,202,203,0
,202,204,0
,202,205,0.006416888
,202,206,0
,36,207,0.016587414
,36,208,0.229209043
,36,209,0.02942119
,1,210,0.020341053
,211,211,0
,211,212,0.176732009
,211,213,0.278429556
,211,214,0.006416888
,211,215,0.119047314
,119,216,0
,217,217,0
,217,218,0.065259268
,217,219,0.012833776
,217,220,0
,217,221,0.006416888
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.084887845
,36,229,0.006416888
,188,230,0.006416888
,188,231,0
,188,232,0.012833776
,188,233,0.010170527
,234,234,0
,234,235,0.019250663
,234,236,0.006416888
,234,237,0.016587414
,234,238,0.019250663
,160,239,0.183773622
,1,1,0.004605405
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.281501173
,4,19,0
,129,20,0.071773446
,160,21,1
,119,22,0.05440725
,23,23,0
,1,24,0.117268066
,1,25,0.050230651
,119,26,0.028227832
,1,27,0.387893652
,3,28,0.131074714
,3,29,0.421123543
,3,30,0.016510205
,3,31,0.30171831
,13,32,0
,13,33,0
,36,36,0
,177,37,0.051973851
,1,47,0.279295506
,13,51,0.026745223
,3,59,0.443559081
,4,65,0.221045083
,5,71,0.318965705
,217,75,0.034931826
,211,76,0.058230082
,23,83,0
,181,85,0.190344861
,1,86,0.019204194
,188,95,0.061248242
,119,119,0
,4,121,0.0119048
,36,122,0.188166833
,36,124,0.382789507
,119,126,0.030326421
,119,127,0
,129,129,0
,3,130,0.270430456
,4,136,0.00921081
,5,137,0.469564243
,160,138,0.401551663
,23,145,0
,23,146,0
,23,147,0
,13,152,0.017534412
,167,153,0.052924641
,129,154,0.114788862
,155,155,0
,129,156,0.004605405
,155,157,0.07673424
,155,158,0.041448647
,155,159,0.004605405
,160,160,0
,160,161,0.018421621
,160,162,0.055160228
,234,164,0.131316348
,167,167,0
,167,168,0.173107754
,167,169,0
,167,170,0.065853648
,4,171,0.221068619
,4,172,0.145744789
,4,173,0.192035966
,223,176,0.059336827
,177,177,0
,177,178,0
,177,179,0.00921081
,177,180,0.03302041
,181,181,0
,181,182,0.180977971
,181,183,0.106482541
,181,184,0.044142637
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.284185262
,3,194,0
,167,195,0.071490036
,129,198,0.013816216
,129,199,0.294178327
,129,200,0.029115041
,36,201,0.193144907
,202,202,0
,202,203,0.069571844
,202,204,0.071565798
,202,205,0.066600973
,202,206,0.052204066
,36,207,0.143962848
,36,208,0.171899938
,36,209,0.056747472
,1,210,0.072183974
,211,211,0
,211,212,0.091600977
,211,213,0.124780724
,211,214,0.01069342
,211,215,0.028415005
,119,216,0.016510205
,217,217,0
,217,218,0.06873481
,217,219,0.01990423
,217,220,0
,217,221,0.061232404
,217,222,0
,223,223,0
,223,224,0.00921081
,223,225,0
,223,226,0.004605405
,223,227,0
,36,228,0.415219556
,36,229,0
,188,230,0.0119048
,188,231,0.004605405
,188,232,0.013816216
,188,233,0
,234,234,0
,234,235,0.063346831
,234,236,0.147826553
,234,237,0.032237837
,234,238,0.235273469
,160,239,0.605167281
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.10144065
,4,19,0
,129,20,0
,160,21,1
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0
,3,29,0
,3,30,0
,3,31,0.10144065
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0.458873065
,4,65,0
,5,71,0
,217,75,0
,211,76,0
,23,83,0
,181,85,0
,1,86,0
,188,95,0.672486245
,119,119,0
,4,121,0
,36,122,0.336978545
,36,124,0.336978545
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0.422999903
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.10144065
,155,155,0
,129,156,0
,155,157,0.2028813
,155,158,0.10144065
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0
,4,172,0
,4,173,0.10144065
,223,176,0.10144065
,177,177,0
,177,178,0.10144065
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0.57251644
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0.539859845
,36,209,0
,1,210,0
,211,211,0
,211,212,0
,211,213,0.160779626
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0.2028813
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0
,36,229,0.10144065
,188,230,0
,188,231,0
,188,232,0.10144065
,188,233,0.321559253
,234,234,0
,234,235,0
,234,236,0.10144065
,234,237,0
,234,238,0
,160,239,0.2028813
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0
,4,19,0
,129,20,0
,160,21,0.051631526
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0
,3,29,0
,3,30,0
,3,31,0
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0
,4,65,0
,5,71,0
,217,75,0
,211,76,1
,23,83,0
,181,85,0
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,0
,36,124,0
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0
,155,155,0
,129,156,0
,155,157,0
,155,158,0
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0
,4,172,0
,4,173,0
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0
,36,209,0
,1,210,0
,211,211,0
,211,212,0.309789153
,211,213,0.398298264
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0
,234,236,0
,234,237,0
,234,238,0
,160,239,0
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,1
,4,19,0
,129,20,0.007819371
,160,21,0.490695948
,119,22,0.029771119
,23,23,0
,1,24,0.038368796
,1,25,0.007819371
,119,26,0.02021278
,1,27,0.066400946
,3,28,0.046188166
,3,29,0.02803215
,3,30,0.007819371
,3,31,0.046738566
,13,32,0
,13,33,0
,36,36,0
,177,37,0.0560643
,1,47,0.031277482
,13,51,0
,3,59,0.02021278
,4,65,0.156452247
,5,71,0.007819371
,217,75,0.023458112
,211,76,0.049433498
,23,83,0
,181,85,0.041614128
,1,86,0
,188,95,0.099417396
,119,119,0
,4,121,0.015638741
,36,122,0.210945347
,36,124,0.218170165
,119,126,0
,119,127,0
,129,129,0
,3,130,0.087023987
,4,136,0.007819371
,5,137,0.012393409
,160,138,0.107554562
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.007819371
,129,154,0.040425559
,155,155,0
,129,156,0
,155,157,0.007819371
,155,158,0.007819371
,155,159,0.007819371
,160,160,0
,160,161,0.031277482
,160,162,0.023458112
,234,164,0.033794757
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0.160527522
,4,172,0.321764498
,4,173,0.203726626
,223,176,0
,177,177,0
,177,178,0.015638741
,177,179,0
,177,180,0.007819371
,181,181,0
,181,182,0.007819371
,181,183,0.007819371
,181,184,0.030549425
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.044999598
,3,194,0
,167,195,0
,129,198,0.007819371
,129,199,0
,129,200,0
,36,201,0.493909731
,202,202,0
,202,203,0.046916223
,202,204,0
,202,205,0
,202,206,0
,36,207,0.061826907
,36,208,0.441387414
,36,209,0.025975387
,1,210,0.007819371
,211,211,0
,211,212,0.02021278
,211,213,0.012393409
,211,214,0
,211,215,0.02021278
,119,216,0
,217,217,0
,217,218,0.023458112
,217,219,0
,217,220,0.007819371
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0.007819371
,36,228,0.165232634
,36,229,0.007819371
,188,230,0.007819371
,188,231,0.007819371
,188,232,0.031277482
,188,233,0
,234,234,0
,234,235,0.015638741
,234,236,0.059770144
,234,237,0.015638741
,234,238,0.078540839
,160,239,0.046916223
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.317903942
,4,19,0
,129,20,0.008498091
,160,21,0.206254762
,119,22,0.010983623
,23,23,0
,1,24,0.076529783
,1,25,0.018364069
,119,26,0.012747137
,1,27,0.144023939
,3,28,0
,3,29,0.021245228
,3,30,0.008498091
,3,31,0.030465338
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0.066886211
,13,51,0
,3,59,0.024452779
,4,65,0.134744147
,5,71,0.006734578
,217,75,0.069813742
,211,76,0.004249046
,23,83,0
,181,85,0.011928579
,1,86,0.02042667
,188,95,0.015232669
,119,119,0
,4,121,0.016600556
,36,122,0.009865978
,36,124,0.010983623
,119,126,0
,119,127,0
,129,129,0
,3,130,0.061153613
,4,136,0.045023693
,5,137,0
,160,138,0.094061765
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.004249046
,155,155,0
,129,156,0
,155,157,0
,155,158,0.004249046
,155,159,0
,160,160,0
,160,161,0.036082271
,160,162,0.054745428
,234,164,0.019481715
,167,167,0
,167,168,0.004249046
,167,169,0
,167,170,0
,4,171,0.121188083
,4,172,0.226583549
,4,173,1
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0.008498091
,181,183,0.012747137
,181,184,0.006734578
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.012747137
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0
,36,209,0
,1,210,0.035321819
,211,211,0
,211,212,0.010983623
,211,213,0.008498091
,211,214,0
,211,215,0.004249046
,119,216,0.009865978
,217,217,0
,217,218,0.117777436
,217,219,0
,217,220,0
,217,221,0.004249046
,217,222,0.004249046
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.012747137
,36,229,0
,188,230,0
,188,231,0.023469867
,188,232,0.004249046
,188,233,0.006734578
,234,234,0
,234,235,0
,234,236,0.031695465
,234,237,0
,234,238,0.046015986
,160,239,0.029347693
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.364640763
,4,19,0
,129,20,0.040349581
,160,21,1
,119,22,0.035588511
,23,23,0
,1,24,0.065186383
,1,25,0.023091599
,119,26,0.002200908
,1,27,0.267583443
,3,28,0.169454875
,3,29,0.103087718
,3,30,0.030068311
,3,31,0.320716227
,13,32,0.006602723
,13,33,0.039206486
,36,36,0
,177,37,0.043403376
,1,47,0.197927813
,13,51,0.056798828
,3,59,0.234349762
,4,65,0.129070941
,5,71,0.187673736
,217,75,0.068289982
,211,76,0.229132931
,23,83,0
,181,85,0.184545562
,1,86,0.013579435
,188,95,0.445559612
,119,119,0
,4,121,0.016269808
,36,122,0.50828013
,36,124,0.365405746
,119,126,0.014216612
,119,127,0
,129,129,0
,3,130,0.209468889
,4,136,0.006602723
,5,137,0.083717513
,160,138,0.415130009
,23,145,0
,23,146,0
,23,147,0.002200908
,13,152,0.006602723
,167,153,0.059719006
,129,154,0.036816607
,155,155,0
,129,156,0
,155,157,0.045604284
,155,158,0.05369938
,155,159,0.004401815
,160,160,0.002200908
,160,161,0.063610548
,160,162,0.04331075
,234,164,0.054298078
,167,167,0
,167,168,0.105419336
,167,169,0
,167,170,0.072113471
,4,171,0.146977047
,4,172,0.312719558
,4,173,0.085960651
,223,176,0.079944791
,177,177,0
,177,178,0.038163408
,177,179,0.010091079
,177,180,0.07734624
,181,181,0
,181,182,0.264699339
,181,183,0.213473663
,181,184,0.107245214
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.093669682
,3,194,0
,167,195,0.027562124
,129,198,0.002200908
,129,199,0.019905876
,129,200,0.012781452
,36,201,0.240933715
,202,202,0
,202,203,0.045801261
,202,204,0.019369967
,202,205,0.038871942
,202,206,0.013205446
,36,207,0.141980644
,36,208,0.377061254
,36,209,0.103281486
,1,210,0.043478682
,211,211,0
,211,212,0.188978543
,211,213,0.178000337
,211,214,0.040640444
,211,215,0.055778926
,119,216,0.020671623
,217,217,0
,217,218,0.102732189
,217,219,0.063309252
,217,220,0.004401815
,217,221,0.040609411
,217,222,0.012665976
,223,223,0
,223,224,0.002200908
,223,225,0.005689264
,223,226,0.007890171
,223,227,0
,36,228,0.353989538
,36,229,0.065486983
,188,230,0.063593792
,188,231,0.215508304
,188,232,0.039509119
,188,233,0.070286221
,234,234,0
,234,235,0.045020285
,234,236,0.05394375
,234,237,0.004401815
,234,238,0.070385234
,160,239,0.285772179
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.274006314
,4,19,0
,129,20,0
,160,21,1
,119,22,0.047813319
,23,23,0
,1,24,0
,1,25,0.018496717
,119,26,0.036993433
,1,27,0.167291596
,3,28,0
,3,29,0
,3,30,0
,3,31,0.118236884
,13,32,0
,13,33,0
,36,36,0
,177,37,0.05549015
,1,47,0.123936135
,13,51,0
,3,59,0.029316602
,4,65,0.072264649
,5,71,0.018496717
,217,75,0.37504341
,211,76,0
,23,83,0
,181,85,0.142432852
,1,86,0
,188,95,0.247921569
,119,119,0
,4,121,0
,36,122,0.297368304
,36,124,0.326085215
,119,126,0
,119,127,0
,129,129,0
,3,130,0.066310036
,4,136,0
,5,137,0.106446524
,160,138,0.43614238
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.1109803
,155,155,0
,129,156,0
,155,157,0.189727997
,155,158,0.073986867
,155,159,0.018496717
,160,160,0
,160,161,0.036993433
,160,162,0.600661607
,234,164,0.226623143
,167,167,0
,167,168,0.018496717
,167,169,0
,167,170,0
,4,171,0.084806752
,4,172,0.121238373
,4,173,0.281414951
,223,176,0.018496717
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0.029316602
,181,183,0.169613505
,181,184,0.05549015
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0.042948046
,129,199,0.036993433
,129,200,0
,36,201,0.557209262
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.189199562
,36,208,0.807282573
,36,209,0
,1,210,0.018496717
,211,211,0
,211,212,0
,211,213,0.029316602
,211,214,0.036993433
,211,215,0.036993433
,119,216,0
,217,217,0
,217,218,0.092483584
,217,219,0.103303469
,217,220,0
,217,221,0.07994148
,217,222,0.095626638
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0.018496717
,36,228,0.387941376
,36,229,0
,188,230,0.047813319
,188,231,0.029316602
,188,232,0.073986867
,188,233,0
,234,234,0
,234,235,0.095626638
,234,236,0.308935357
,234,237,0.018496717
,234,238,0.520599803
,160,239,0.139161194
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,1
,4,19,0
,129,20,0.025808944
,160,21,0.73485336
,119,22,0.085954841
,23,23,0
,1,24,0.015036604
,1,25,0.009078249
,119,26,0.016415237
,1,27,0.096429121
,3,28,0.04902681
,3,29,0.027061687
,3,30,0
,3,31,0.134169922
,13,32,0
,13,33,0
,36,36,0
,177,37,0.130374818
,1,47,0.128884842
,13,51,0
,3,59,0.049265441
,4,65,0.615787773
,5,71,0.042315067
,217,75,0.042352544
,211,76,0.12837297
,23,83,0.018221047
,181,85,0.058970723
,1,86,0.015729368
,188,95,0.170313552
,119,119,0
,4,121,0.046831554
,36,122,0.082530291
,36,124,0.126535674
,119,126,0.013085786
,119,127,0.002757267
,129,129,0
,3,130,0.088908696
,4,136,0.041561944
,5,137,0.014464419
,160,138,0.544568998
,23,145,0.037894415
,23,146,0.025613029
,23,147,0.034237586
,13,152,0.005248947
,167,153,0
,129,154,0.046358763
,155,155,0
,129,156,0.001378633
,155,157,0.081375993
,155,158,0.069846427
,155,159,0.006893167
,160,160,0
,160,161,0.016777865
,160,162,0.035485721
,234,164,0.061564849
,167,167,0
,167,168,0.011534091
,167,169,0
,167,170,0.001378633
,4,171,0.437610515
,4,172,0.383187638
,4,173,0.155988794
,223,176,0.130166287
,177,177,0
,177,178,0.12680194
,177,179,0.040121667
,177,180,0.142297443
,181,181,0
,181,182,0.097311245
,181,183,0.078523902
,181,184,0.020785402
,11,185,0.001378633
,11,187,0
,188,188,0
,155,192,0
,3,193,0.036522554
,3,194,0
,167,195,0
,129,198,0.011396868
,129,199,0.023363949
,129,200,0.007699616
,36,201,0.047988827
,202,202,0
,202,203,0.006480183
,202,204,0.009650434
,202,205,0.006320982
,202,206,0
,36,207,0.021801407
,36,208,0.043151209
,36,209,0.011029067
,1,210,0.030993203
,211,211,0
,211,212,0.108185489
,211,213,0.143397324
,211,214,0.005958354
,211,215,0.061509574
,119,216,0.027412982
,217,217,0
,217,218,0.077361013
,217,219,0.036117205
,217,220,0
,217,221,0.013448414
,217,222,0
,223,223,0
,223,224,0.019396613
,223,225,0.001378633
,223,226,0.010900704
,223,227,0
,36,228,0.091464864
,36,229,0.015772764
,188,230,0.005514534
,188,231,0.0041359
,188,232,0.015460435
,188,233,0.004942349
,234,234,0
,234,235,0.018600319
,234,236,0.02562185
,234,237,0.005514534
,234,238,0.030906
,160,239,0.142990024
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.456865907
,4,19,0
,129,20,0.04253793
,160,21,1
,119,22,0.139755124
,23,23,0
,1,24,0.118979205
,1,25,0.111962859
,119,26,0.023581906
,1,27,0.613812152
,3,28,0.250303148
,3,29,0.110518185
,3,30,0.04220706
,3,31,0.297811922
,13,32,0
,13,33,0
,36,36,0
,177,37,0.306413342
,1,47,0.458589577
,13,51,0.042873017
,3,59,0.150377982
,4,65,0.159857765
,5,71,0.150945047
,217,75,0.176524405
,211,76,0.067399281
,23,83,0
,181,85,0.198479959
,1,86,0.021298038
,188,95,0.140731771
,119,119,0
,4,121,0.028586824
,36,122,0.192500526
,36,124,0.647421094
,119,126,0.060556815
,119,127,0.002559267
,129,129,0
,3,130,0.272363606
,4,136,0.017003404
,5,137,0.111079478
,160,138,0.634893309
,23,145,0
,23,146,0
,23,147,0.004056343
,13,152,0.019742816
,167,153,0.047439211
,129,154,0.056311085
,155,155,0
,129,156,0
,155,157,0.094121925
,155,158,0.110059302
,155,159,0.033467067
,160,160,0
,160,161,0.086523771
,160,162,0.128540703
,234,164,0.072771147
,167,167,0
,167,168,0.096483254
,167,169,0.002559267
,167,170,0.071768509
,4,171,0.196054269
,4,172,0.265953013
,4,173,0.156687849
,223,176,0.063550966
,177,177,0
,177,178,0.265113878
,177,179,0.093399971
,177,180,0.322466062
,181,181,0
,181,182,0.330379475
,181,183,0.185233757
,181,184,0.146364786
,11,185,0.007677802
,11,187,0
,188,188,0
,155,192,0
,3,193,0.117064491
,3,194,0
,167,195,0.035433056
,129,198,0.024373341
,129,199,0.032486026
,129,200,0.015790487
,36,201,0.320313099
,202,202,0
,202,203,0.397916658
,202,204,0.272336278
,202,205,0.249188763
,202,206,0.292411899
,36,207,0.182807919
,36,208,0.192949808
,36,209,0.064598707
,1,210,0.088398244
,211,211,0
,211,212,0.062993561
,211,213,0.085029149
,211,214,0.007677802
,211,215,0.077316015
,119,216,0.029845607
,217,217,0
,217,218,0.193533132
,217,219,0.136671909
