UID,大类,小类,关注视频log2归一化
,234,238,0.04687207
,160,239,0.841921986
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.091969227
,4,19,0
,129,20,0.015918329
,160,21,1
,119,22,0.00615805
,23,23,0
,1,24,0
,1,25,0.026158951
,119,26,0
,1,27,0.04055053
,3,28,0.044152758
,3,29,0.024058828
,3,30,0.00615805
,3,31,0.087472462
,13,32,0
,13,33,0
,36,36,0
,177,37,0.024632201
,1,47,0.105433269
,13,51,0
,3,59,0.067651366
,4,65,0.0123161
,5,71,0.088055241
,217,75,0.018474151
,211,76,0.018474151
,23,83,0
,181,85,0.094401656
,1,86,0.0376166
,188,95,0.311266403
,119,119,0
,4,121,0
,36,122,0.373800687
,36,124,0.471192145
,119,126,0
,119,127,0.0123161
,129,129,0
,3,130,0.079619023
,4,136,0.048274211
,5,137,0.03439248
,160,138,0.203840651
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.00615805
,129,154,0.069147629
,155,155,0
,129,156,0.054547892
,155,157,0.12875132
,155,158,0.068534684
,155,159,0.0327727
,160,160,0
,160,161,0.018474151
,160,162,0.038475051
,234,164,0.216828168
,167,167,0
,167,168,0.063996413
,167,169,0
,167,170,0.00615805
,4,171,0.04670858
,4,172,0.072387188
,4,173,0.078545238
,223,176,0.050310808
,177,177,0
,177,178,0.044152758
,177,179,0
,177,180,0.082470563
,181,181,0
,181,182,0.08146373
,181,183,0.024632201
,181,184,0.009760279
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.018474151
,3,194,0
,167,195,0
,129,198,0
,129,199,0.00615805
,129,200,0.018474151
,36,201,0.277803631
,202,202,0
,202,203,0.00615805
,202,204,0
,202,205,0
,202,206,0.0123161
,36,207,0.17114866
,36,208,0.659834845
,36,209,0.18192033
,1,210,0.022076379
,211,211,0
,211,212,0.044152758
,211,213,0.051357215
,211,214,0.00615805
,211,215,0.025678608
,119,216,0
,217,217,0
,217,218,0.03439248
,217,219,0.018474151
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0.00615805
,223,226,0.015918329
,223,227,0.00615805
,36,228,0.276461412
,36,229,0.022076379
,188,230,0.052293258
,188,231,0.041920033
,188,232,0.0123161
,188,233,0.053405231
,234,234,0
,234,235,0.0123161
,234,236,0.070074783
,234,237,0.00615805
,234,238,0.072057233
,160,239,0.183232091
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.197487018
,4,19,0
,129,20,0.018669468
,160,21,1
,119,22,0.034232242
,23,23,0
,1,24,0.014963663
,1,25,0.009111999
,119,26,0
,1,27,0.089605425
,3,28,0.102097083
,3,29,0.042447128
,3,30,0.022585609
,3,31,0.163035424
,13,32,0
,13,33,0
,36,36,0
,177,37,0.051807267
,1,47,0.074679515
,13,51,0
,3,59,0.055413686
,4,65,0.095302386
,5,71,0.119573011
,217,75,0.052262267
,211,76,0.162261418
,23,83,0
,181,85,0.190329619
,1,86,0.023610687
,188,95,0.597965938
,119,119,0
,4,121,0.006918793
,36,122,0.2581024
,36,124,0.325989491
,119,126,0.008423579
,119,127,0
,129,129,0
,3,130,0.069669208
,4,136,0
,5,137,0.063155388
,160,138,0.695132484
,23,145,0.001383759
,23,146,0
,23,147,0.003576964
,13,152,0
,167,153,0.016666534
,129,154,0.024568478
,155,155,0
,129,156,0.002193206
,155,157,0.097705761
,155,158,0.106606072
,155,159,0.025095444
,160,160,0.001383759
,160,161,0.069059681
,160,162,0.020243498
,234,164,0.119374805
,167,167,0
,167,168,0.02498251
,167,169,0.001383759
,167,170,0.011305204
,4,171,0.196113668
,4,172,0.118505706
,4,173,0.150841921
,223,176,0.124855631
,177,177,0
,177,178,0.023840526
,177,179,0.024531089
,177,180,0.053772283
,181,181,0
,181,182,0.103747552
,181,183,0.066876687
,181,184,0.054055687
,11,185,0.011085605
,11,187,0
,188,188,0
,155,192,0
,3,193,0.042663635
,3,194,0
,167,195,0.003212988
,129,198,0.012899298
,129,199,0.009921445
,129,200,0.009557469
,36,201,0.204373122
,202,202,0
,202,203,0.126508101
,202,204,0.030477536
,202,205,0.077798408
,202,206,0.066866921
,36,207,0.100508105
,36,208,0.276929437
,36,209,0.060078185
,1,210,0.022436704
,211,211,0
,211,212,0.134851287
,211,213,0.203202949
,211,214,0.021814777
,211,215,0.087715723
,119,216,0.002193206
,217,217,0
,217,218,0.040106453
,217,219,0.033729171
,217,220,0.006344481
,217,221,0.007153928
,217,222,0
,223,223,0
,223,224,0.019519172
,223,225,0.027596387
,223,226,0.031610133
,223,227,0.037327298
,36,228,0.141593534
,36,229,0.011305204
,188,230,0.061980016
,188,231,0.011305204
,188,232,0.052933603
,188,233,0.040834405
,234,234,0
,234,235,0.034081084
,234,236,0.074226512
,234,237,0.029989405
,234,238,0.074027257
,160,239,0.212489153
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.17293511
,4,19,0
,129,20,0.025609928
,160,21,1
,119,22,0.026643514
,23,23,0
,1,24,0.05724756
,1,25,0.047394076
,119,26,0.007331721
,1,27,0.428506233
,3,28,0.043569714
,3,29,0.11391441
,3,30,0.011193559
,3,31,0.094447049
,13,32,0.021781284
,13,33,0.047917452
,36,36,0
,177,37,0.225476339
,1,47,0.239907993
,13,51,0.151412918
,3,59,0.18317969
,4,65,0.077613463
,5,71,0.166817973
,217,75,0.260131714
,211,76,0.212760261
,23,83,0
,181,85,0.15206115
,1,86,0.014462708
,188,95,0.126025512
,119,119,0
,4,121,0.011465283
,36,122,0.219209907
,36,124,0.379225924
,119,126,0.0169262
,119,127,0.00319816
,129,129,0
,3,130,0.328086987
,4,136,0.015990799
,5,137,0.147350049
,160,138,0.490096091
,23,145,0
,23,146,0
,23,147,0
,13,152,0.071102604
,167,153,0
,129,154,0.017861602
,155,155,0
,129,156,0
,155,157,0.096674918
,155,158,0.074078734
,155,159,0.051263059
,160,160,0
,160,161,0.083463
,160,162,0.164386968
,234,164,0.069417686
,167,167,0
,167,168,0.04985701
,167,169,0
,167,170,0.015841909
,4,171,0.070573478
,4,172,0.185261366
,4,173,0.138140644
,223,176,0.085858726
,177,177,0
,177,178,0.200472335
,177,179,0.062233695
,177,180,0.23086824
,181,181,0
,181,182,0.198915837
,181,183,0.250212946
,181,184,0.188463186
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.130243058
,3,194,0
,167,195,0.020025392
,129,198,0.010221826
,129,199,0.008930801
,129,200,0
,36,201,0.286538486
,202,202,0
,202,203,0.019816305
,202,204,0.01104467
,202,205,0.064622331
,202,206,0.019585414
,36,207,0.081072647
,36,208,0.319903328
,36,209,0.064902534
,1,210,0.037173395
,211,211,0
,211,212,0.139562035
,211,213,0.128996905
,211,214,0.049831656
,211,215,0.089067681
,119,216,0.011193559
,217,217,0
,217,218,0.19230506
,217,219,0.161600858
,217,220,0.030844178
,217,221,0.138086024
,217,222,0.020247194
,223,223,0
,223,224,0.004133561
,223,225,0
,223,226,0
,223,227,0
,36,228,0.415137751
,36,229,0.115558482
,188,230,0.025688807
,188,231,0.026727413
,188,232,0.07672763
,188,233,0.03852038
,234,234,0
,234,235,0.045867131
,234,236,0.072220538
,234,237,0.013728041
,234,238,0.050512877
,160,239,0.36447226
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.369357546
,4,19,0
,129,20,0.010356134
,160,21,0.825217905
,119,22,0.010356134
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0.132399389
,3,28,0.041424535
,3,29,0.10435685
,3,30,0.016414084
,3,31,0.066894738
,13,32,0
,13,33,0
,36,36,0
,177,37,0.911031386
,1,47,0.04618247
,13,51,0
,3,59,0.016414084
,4,65,0.063896569
,5,71,0.119339549
,217,75,0.118590274
,211,76,0.047482485
,23,83,0
,181,85,0.063896569
,1,86,0
,188,95,0.380205784
,119,119,0
,4,121,0
,36,122,0.536665503
,36,124,0.461713355
,119,126,0
,119,127,0.037126351
,129,129,0
,3,130,0.123799256
,4,136,0
,5,137,0.040460282
,160,138,0.156137519
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.031068401
,155,155,0
,129,156,0.016414084
,155,157,0.029073343
,155,158,0.020712268
,155,159,0
,160,160,0
,160,161,0.034402332
,160,162,0.010356134
,234,164,0.138056759
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0.041424535
,4,172,0.031068401
,4,173,0.126643282
,223,176,0.057838619
,177,177,0
,177,178,1
,177,179,0.366679201
,177,180,0.973746778
,181,181,0
,181,182,0
,181,183,0.041424535
,181,184,0.024046198
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.123494954
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0.474349959
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.111922413
,36,208,0.776513092
,36,209,0.207918188
,1,210,0.020712268
,211,211,0
,211,212,0.041424535
,211,213,0.020712268
,211,214,0.075638931
,211,215,0.057838619
,119,216,0
,217,217,0
,217,218,0.104521943
,217,219,0.020712268
,217,220,0.020712268
,217,221,0.055114599
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0.016414084
,223,227,0
,36,228,0.197372805
,36,229,0.118288431
,188,230,0.10490021
,188,231,0.299194885
,188,232,0.104467115
,188,233,0.079456663
,234,234,0
,234,235,0.267804864
,234,236,0.051780669
,234,237,0
,234,238,0.195660085
,160,239,0.167746905
